"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009/2010","Ontario","2016A000235","Physical and life sciences and technologies","Dollars","81","units ","0","v62427247","7.7","5323","","","","0"
"2009/2010","Ontario","2016A000235","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427248","7.8","6235","","","","0"
"2009/2010","Ontario","2016A000235","Engineering","Dollars","81","units ","0","v62427249","7.9","7766","","","","0"
"2009/2010","Ontario","2016A000235","Architecture","Dollars","81","units ","0","v62427234","7.10","6269","","","","0"
"2009/2010","Ontario","2016A000235","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427235","7.11","5284","","","","0"
"2009/2010","Ontario","2016A000235","Dentistry","Dollars","81","units ","0","v62427236","7.12","22639","","","","0"
"2009/2010","Ontario","2016A000235","Medicine","Dollars","81","units ","0","v62427237","7.13","17380","","","","0"
"2009/2010","Ontario","2016A000235","Nursing","Dollars","81","units ","0","v62427238","7.14","5011","","","","0"
"2009/2010","Ontario","2016A000235","Pharmacy","Dollars","81","units ","0","v62427239","7.15","19551","","","","0"
"2009/2010","Ontario","2016A000235","Veterinary medicine","Dollars","81","units ","0","v62427240","7.16","5749","","","","0"
"2009/2010","Ontario","2016A000235","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427241","7.17","5020","","","","0"
"2009/2010","Manitoba","2016A000246","Total, field of study","Dollars","81","units ","0","v1001414662","8.19","3408","","","","0"
"2009/2010","Manitoba","2016A000246","Education","Dollars","81","units ","0","v62427250","8.1","2981","","","","0"
"2009/2010","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427258","8.2","3318","","","","0"
"2009/2010","Manitoba","2016A000246","Humanities","Dollars","81","units ","0","v62427259","8.3","2929","","","","0"
"2009/2010","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427260","8.4","2939","","","","0"
"2009/2010","Manitoba","2016A000246","Law","Dollars","81","units ","0","v62427261","8.5","8203","","","","0"
"2009/2010","Manitoba","2016A000246","Business, management and public administration","Dollars","81","units ","0","v62427262","8.6","3777","","","","0"
"2009/2010","Manitoba","2016A000246","Physical and life sciences and technologies","Dollars","81","units ","0","v62427263","8.7","3300","","","","0"
"2009/2010","Manitoba","2016A000246","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427264","8.8","3272","","","","0"
"2009/2010","Manitoba","2016A000246","Engineering","Dollars","81","units ","0","v62427265","8.9","5128","","","","0"
"2009/2010","Manitoba","2016A000246","Architecture","Dollars","81","units ","0","v62427251","8.10","3643","","","","0"
"2009/2010","Manitoba","2016A000246","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427252","8.11","3478","","","","0"
"2009/2010","Manitoba","2016A000246","Dentistry","Dollars","81","units ","0","v62427253","8.12","12488","","","","0"
"2009/2010","Manitoba","2016A000246","Medicine","Dollars","81","units ","0","v62427254","8.13","6845","","","","0"
"2009/2010","Manitoba","2016A000246","Nursing","Dollars","81","units ","0","v62427255","8.14","3562","","","","0"
"2009/2010","Manitoba","2016A000246","Pharmacy","Dollars","81","units ","0","v62427256","8.15","5890","","","","0"
"2009/2010","Manitoba","2016A000246","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427257","8.17","3346","","","","0"
"2009/2010","Saskatchewan","2016A000247","Total, field of study","Dollars","81","units ","0","v1001414663","9.19","5173","","","","0"
"2009/2010","Saskatchewan","2016A000247","Education","Dollars","81","units ","0","v62427266","9.1","4615","","","","0"
"2009/2010","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427274","9.2","4548","","","","0"
"2009/2010","Saskatchewan","2016A000247","Humanities","Dollars","81","units ","0","v62427275","9.3","4548","","","","0"
"2009/2010","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427276","9.4","4548","","","","0"
"2009/2010","Saskatchewan","2016A000247","Law","Dollars","81","units ","0","v62427277","9.5","7353","","","","0"
"2009/2010","Saskatchewan","2016A000247","Business, management and public administration","Dollars","81","units ","0","v62427278","9.6","5184","","","","0"
"2009/2010","Saskatchewan","2016A000247","Physical and life sciences and technologies","Dollars","81","units ","0","v62427279","9.7","4612","","","","0"
"2009/2010","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427280","9.8","4592","","","","0"
"2009/2010","Saskatchewan","2016A000247","Engineering","Dollars","81","units ","0","v62427281","9.9","5448","","","","0"
"2009/2010","Saskatchewan","2016A000247","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427267","9.11","4659","","","","0"
"2009/2010","Saskatchewan","2016A000247","Dentistry","Dollars","81","units ","0","v62427268","9.12","32960","","","","0"
"2009/2010","Saskatchewan","2016A000247","Medicine","Dollars","81","units ","0","v62427269","9.13","11367","","","","0"
"2009/2010","Saskatchewan","2016A000247","Nursing","Dollars","81","units ","0","v62427270","9.14","4922","","","","0"
"2009/2010","Saskatchewan","2016A000247","Pharmacy","Dollars","81","units ","0","v62427271","9.15","7102","","","","0"
"2009/2010","Saskatchewan","2016A000247","Veterinary medicine","Dollars","81","units ","0","v62427272","9.16","6750","","","","0"
"2009/2010","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427273","9.17","4593","","","","0"
"2009/2010","Alberta","2016A000248","Total, field of study","Dollars","81","units ","0","v1001414664","10.19","5240","","","","0"
"2009/2010","Alberta","2016A000248","Education","Dollars","81","units ","0","v62427129","10.1","5073","","","","0"
"2009/2010","Alberta","2016A000248","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427137","10.2","4747","","","","0"
"2009/2010","Alberta","2016A000248","Humanities","Dollars","81","units ","0","v62427138","10.3","5063","","","","0"
"2009/2010","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427139","10.4","5072","","","","0"
"2009/2010","Alberta","2016A000248","Law","Dollars","81","units ","0","v62427140","10.5","8295","","","","0"
"2009/2010","Alberta","2016A000248","Business, management and public administration","Dollars","81","units ","0","v62427141","10.6","5043","","","","0"
"2009/2010","Alberta","2016A000248","Physical and life sciences and technologies","Dollars","81","units ","0","v62427142","10.7","5100","","","","0"
"2009/2010","Alberta","2016A000248","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427143","10.8","5057","","","","0"
"2009/2010","Alberta","2016A000248","Engineering","Dollars","81","units ","0","v62427144","10.9","4485","","","","0"
"2009/2010","Alberta","2016A000248","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427130","10.11","5063","","","","0"
"2009/2010","Alberta","2016A000248","Dentistry","Dollars","81","units ","0","v62427131","10.12","19340","","","","0"
"2009/2010","Alberta","2016A000248","Medicine","Dollars","81","units ","0","v62427132","10.13","10196","","","","0"
"2009/2010","Alberta","2016A000248","Nursing","Dollars","81","units ","0","v62427133","10.14","6056","","","","0"
"2009/2010","Alberta","2016A000248","Pharmacy","Dollars","81","units ","0","v62427134","10.15","5101","","","","0"
"2009/2010","Alberta","2016A000248","Veterinary medicine","Dollars","81","units ","0","v62427135","10.16","10410","","","","0"
"2009/2010","Alberta","2016A000248","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427136","10.17","5034","","","","0"
"2009/2010","British Columbia","2016A000259","Total, field of study","Dollars","81","units ","0","v1001414665","11.19","4706","","","","0"
"2009/2010","British Columbia","2016A000259","Education","Dollars","81","units ","0","v62427145","11.1","4437","","","","0"
"2009/2010","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427153","11.2","4521","","","","0"
"2009/2010","British Columbia","2016A000259","Humanities","Dollars","81","units ","0","v62427154","11.3","4380","","","","0"
"2009/2010","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427155","11.4","4554","","","","0"
"2009/2010","British Columbia","2016A000259","Law","Dollars","81","units ","0","v62427156","11.5","9193","","","","0"
"2009/2010","British Columbia","2016A000259","Business, management and public administration","Dollars","81","units ","0","v62427157","11.6","4385","","","","0"
"2009/2010","British Columbia","2016A000259","Physical and life sciences and technologies","Dollars","81","units ","0","v62427158","11.7","4480","","","","0"
"2009/2010","British Columbia","2016A000259","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427159","11.8","4517","","","","0"
"2009/2010","British Columbia","2016A000259","Engineering","Dollars","81","units ","0","v62427160","11.9","4675","","","","0"
"2009/2010","British Columbia","2016A000259","Architecture","Dollars","81","units ","0","v62427146","11.10","4430","","","","0"
"2009/2010","British Columbia","2016A000259","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427147","11.11","4214","","","","0"
"2009/2010","British Columbia","2016A000259","Dentistry","Dollars","81","units ","0","v62427148","11.12","11356","","","","0"
"2009/2010","British Columbia","2016A000259","Medicine","Dollars","81","units ","0","v62427149","11.13","11356","","","","0"
"2009/2010","British Columbia","2016A000259","Nursing","Dollars","81","units ","0","v62427150","11.14","4028","","","","0"
"2009/2010","British Columbia","2016A000259","Pharmacy","Dollars","81","units ","0","v62427151","11.15","6322","","","","0"
"2009/2010","British Columbia","2016A000259","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427152","11.17","4568","","","","0"
"2010/2011","Canada","2016A000011124","Total, field of study","Dollars","81","units ","0","v1001414655","1.19","5146","","","","0"
"2010/2011","Canada","2016A000011124","Education","Dollars","81","units ","0","v62427112","1.1","3850","","","","0"
"2010/2011","Canada","2016A000011124","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427121","1.2","4748","","","","0"
"2010/2011","Canada","2016A000011124","Humanities","Dollars","81","units ","0","v62427122","1.3","4638","","","","0"
"2010/2011","Canada","2016A000011124","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427123","1.4","4586","","","","0"
"2010/2011","Canada","2016A000011124","Law","Dollars","81","units ","0","v62427124","1.5","8657","","","","0"
"2010/2011","Canada","2016A000011124","Business, management and public administration","Dollars","81","units ","0","v62427125","1.6","5386","","","","0"
"2010/2011","Canada","2016A000011124","Physical and life sciences and technologies","Dollars","81","units ","0","v62427126","1.7","5049","","","","0"
"2010/2011","Canada","2016A000011124","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427127","1.8","5526","","","","0"
"2010/2011","Canada","2016A000011124","Engineering","Dollars","81","units ","0","v62427128","1.9","5992","","","","0"
"2010/2011","Canada","2016A000011124","Architecture","Dollars","81","units ","0","v62427113","1.10","5179","","","","0"
"2010/2011","Canada","2016A000011124","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427114","1.11","4803","","","","0"
"2010/2011","Canada","2016A000011124","Dentistry","Dollars","81","units ","0","v62427115","1.12","15062","","","","0"
"2010/2011","Canada","2016A000011124","Medicine","Dollars","81","units ","0","v62427116","1.13","10867","","","","0"
"2010/2011","Canada","2016A000011124","Nursing","Dollars","81","units ","0","v62427117","1.14","4662","","","","0"
"2010/2011","Canada","2016A000011124","Pharmacy","Dollars","81","units ","0","v62427118","1.15","9014","","","","0"
"2010/2011","Canada","2016A000011124","Veterinary medicine","Dollars","81","units ","0","v62427119","1.16","5612","","","","0"
